InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,YearsPlayed,AB,R,H,Doubles,Triples,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,TB,TotalPlayerAwards,LastYearPlayed,ID
FALSE,FALSE,Seiya Suzuki,2,912,129,251,53,8,34,120,15,.275,.463,0,422,0,2023,suzukse01
FALSE,FALSE,Cody Thomas,2,72,2,18,3,0,1,2,0,.250,.333,0,24,0,2023,thomaco01
FALSE,FALSE,Alek Thomas,2,755,96,174,34,6,17,78,13,.230,.359,0,271,0,2023,thomaal01
FALSE,FALSE,Korey Lee,2,90,5,9,3,0,1,7,0,.100,.167,0,15,0,2023,leeko01
FALSE,FALSE,Steven Kwan,2,1201,182,339,61,14,11,106,40,.282,.384,0,461,2,2023,kwanst01
FALSE,FALSE,Ryan Kreidler,2,91,10,15,1,0,1,6,0,.165,.209,0,19,0,2023,kreidry01
FALSE,FALSE,Shea Langeliers,2,590,66,123,29,5,28,85,3,.208,.417,0,246,0,2023,langesh01
FALSE,FALSE,Mark Kolozsvary,2,20,3,4,2,0,1,3,0,.200,.450,0,9,0,2023,kolozma01
FALSE,FALSE,Buddy Kennedy,2,107,11,22,3,2,1,13,0,.206,.299,0,32,0,2023,kennebu01
FALSE,FALSE,Cooper Hummel,2,199,22,33,9,3,3,17,5,.166,.286,0,57,0,2023,hummeco01
FALSE,FALSE,Nolan Jones,2,453,70,130,27,4,22,75,20,.287,.510,0,231,0,2023,jonesno01
FALSE,FALSE,Josh Jung,2,576,84,147,29,2,28,84,3,.255,.458,1,264,0,2023,jungjo01
FALSE,FALSE,Bryce Johnson,2,61,8,9,1,0,1,5,3,.148,.213,0,13,0,2023,johnsbr03
FALSE,FALSE,Miles Mastrobuoni,2,149,25,35,5,0,1,5,14,.235,.289,0,43,0,2023,mastrmi01
FALSE,FALSE,Michael Massey,2,601,58,140,27,2,19,72,9,.233,.379,0,228,0,2023,massemi02
FALSE,FALSE,Bligh Madris,2,139,14,24,8,0,1,7,2,.173,.252,0,35,0,2023,madribl01
FALSE,FALSE,Josh Lester,2,27,0,4,0,0,0,4,0,.148,.148,0,4,0,2023,lestejo02
FALSE,FALSE,Royce Lewis,2,257,41,79,11,0,17,57,6,.307,.549,0,141,0,2023,lewisro02
FALSE,FALSE,Joey Meneses,2,833,104,240,50,1,26,123,1,.288,.444,0,370,0,2023,menesjo01
FALSE,FALSE,MJ Melendez,2,993,122,225,50,8,34,118,8,.227,.396,0,393,0,2023,melenmj01
FALSE,FALSE,Cal Mitchell,2,216,21,48,11,0,5,17,3,.222,.343,0,74,0,2023,mitchca01
FALSE,FALSE,Jose Miranda,2,586,57,149,29,0,18,79,1,.254,.396,0,232,0,2023,miranjo01
FALSE,FALSE,Bo Naylor,2,206,33,47,13,0,11,32,5,.228,.451,0,93,0,2023,naylobo01
FALSE,FALSE,Christopher Morel,2,767,117,185,36,7,42,117,16,.241,.471,0,361,0,2023,morelch01
FALSE,FALSE,Gabriel Moreno,2,410,43,119,20,1,8,57,6,.290,.402,0,165,1,2023,morenga01
FALSE,FALSE,Garrett Mitchell,2,126,19,35,5,1,5,16,9,.278,.452,0,57,0,2023,mitchga01
FALSE,FALSE,Elehuris Montero,2,460,61,110,30,3,17,59,0,.239,.428,0,197,0,2023,monteel01
FALSE,FALSE,Logan O'Hoppe,2,196,24,47,6,0,14,31,0,.240,.485,0,95,0,2023,ohopplo01
FALSE,FALSE,Brian O'Keefe,2,22,0,3,2,0,0,2,0,.136,.227,0,5,0,2023,okeefbr01
FALSE,FALSE,Chris Okey,2,14,3,2,0,0,0,0,0,.143,.143,0,2,0,2023,okeych01
FALSE,FALSE,Vinnie Pasquantino,2,489,49,133,27,0,19,52,1,.272,.444,0,217,0,2023,pasquvi01
FALSE,FALSE,Richie Palacios,2,205,16,50,12,0,6,26,4,.244,.390,0,80,0,2023,palacri01
FALSE,FALSE,James Outman,2,496,92,126,18,3,24,73,16,.254,.448,0,222,0,2023,outmaja01
FALSE,FALSE,Rene Pinto,2,183,15,43,6,0,8,26,0,.235,.399,0,73,0,2023,pintore02
FALSE,FALSE,Liover Peguero,2,201,21,48,4,1,7,26,6,.239,.373,0,75,0,2023,pegueli01
FALSE,FALSE,Jeremy Pena,2,1098,153,284,52,5,32,115,24,.259,.403,0,442,4,2023,penaje02
FALSE,FALSE,Oswald Peraza,2,222,23,48,11,0,3,16,6,.216,.306,0,68,0,2023,perazos02
FALSE,FALSE,Carlos Perez,2,67,5,14,6,0,1,5,0,.209,.343,0,23,0,2023,perezca03
FALSE,FALSE,Juniel Querecuto,2,31,3,3,1,1,0,2,0,.097,.194,0,6,0,2023,quereju01
FALSE,FALSE,Nick Pratto,2,464,51,100,25,1,14,55,1,.216,.364,0,169,0,2023,prattni01
FALSE,FALSE,Henry Ramos,2,124,14,28,5,1,1,13,2,.226,.306,0,38,0,2023,ramoshe01
FALSE,FALSE,Heliot Ramos,2,76,9,12,4,0,1,2,0,.158,.250,0,19,0,2023,ramoshe02
FALSE,FALSE,Brian Serven,2,210,19,41,5,1,6,17,0,.195,.314,0,66,0,2023,servebr01
FALSE,FALSE,Eguy Rosario,2,41,6,10,1,1,2,6,0,.244,.463,0,19,0,2023,rosareg01
FALSE,FALSE,Ben Rortvedt,2,157,14,23,2,0,5,11,0,.146,.255,0,40,0,2023,rortvbe01
FALSE,FALSE,Julio Rodriguez,2,1165,186,325,62,5,60,178,62,.279,.495,2,577,5,2023,rodriju01
FALSE,FALSE,Esteury Ruiz,2,484,50,120,25,2,5,49,68,.248,.339,0,164,0,2023,ruizes01
FALSE,FALSE,Adley Rutschman,2,986,154,264,66,2,33,122,5,.268,.439,1,433,2,2023,rutscad01
FALSE,FALSE,Will Benson,2,342,59,89,16,8,11,34,19,.260,.450,0,154,0,2023,bensowi01
FALSE,FALSE,Dairon Blanco,2,131,20,34,7,4,3,20,25,.260,.443,0,58,0,2023,blancda02
FALSE,FALSE,JJ Bleday,2,460,56,84,21,2,15,43,9,.183,.335,0,154,0,2023,bledajj01
FALSE,FALSE,Sean Bouchard,2,112,20,34,8,0,7,18,0,.304,.563,0,63,0,2023,bouchse01
FALSE,FALSE,Will Brennan,2,474,47,130,25,1,6,49,15,.274,.369,0,175,0,2023,brennwi02
FALSE,FALSE,Jonah Bride,2,250,26,48,7,0,1,13,1,.192,.232,0,58,0,2023,bridejo01
FALSE,FALSE,Rylan Bannon,2,20,0,2,0,0,0,0,0,.100,.100,0,2,0,2023,bannory01
FALSE,FALSE,Brett Baty,2,391,45,82,12,0,11,39,2,.210,.325,0,127,0,2023,batybr01
FALSE,FALSE,Matthew Batten,2,139,19,33,7,0,2,12,2,.237,.331,0,46,0,2023,battema01
FALSE,FALSE,Ji Hwan Bae,2,367,59,88,20,2,2,38,27,.240,.322,0,118,0,2023,baeji01
FALSE,FALSE,Jose Azocar,2,293,40,73,15,3,2,19,13,.249,.341,0,100,0,2023,azocajo01
FALSE,FALSE,Nick Allen,2,602,60,129,17,2,8,39,8,.214,.289,0,174,0,2023,allenni02
FALSE,FALSE,CJ Abrams,2,847,116,208,40,8,20,85,54,.246,.383,0,324,0,2023,abramcj01
FALSE,FALSE,Gabriel Arias,2,362,45,75,16,1,11,31,4,.207,.348,0,126,0,2023,ariasga01
FALSE,FALSE,Jonathan Aranda,2,165,23,35,8,1,4,19,0,.212,.345,0,57,0,2023,arandjo01
FALSE,FALSE,Francisco Alvarez,2,394,54,82,13,0,26,64,2,.208,.439,0,173,0,2023,alvarfr01
FALSE,FALSE,Diego Castillo,2,263,28,54,13,0,11,29,1,.205,.380,0,100,0,2023,castidi02
FALSE,FALSE,Triston Casas,2,505,77,128,22,2,29,77,1,.253,.477,0,241,0,2023,casastr01
FALSE,FALSE,Corbin Carroll,2,669,129,188,39,12,29,90,56,.281,.505,1,338,1,2023,carroco02
FALSE,FALSE,Kerry Carpenter,2,521,73,142,21,3,26,74,6,.273,.474,0,247,0,2023,carpeke01
FALSE,FALSE,Conner Capel,2,125,13,35,5,1,3,14,6,.280,.408,0,51,0,2023,capelco01
FALSE,FALSE,Vinny Capra,2,23,5,4,1,0,0,1,0,.174,.217,0,5,0,2023,capravi01
FALSE,FALSE,Alec Burleson,2,363,38,86,21,1,9,39,4,.237,.375,0,136,0,2023,burleal01
FALSE,FALSE,Oswaldo Cabrera,2,452,56,101,19,1,11,48,11,.223,.343,0,155,0,2023,cabreos01
FALSE,FALSE,Alex Call,2,489,61,102,17,2,13,51,12,.209,.331,0,162,0,2023,callal01
FALSE,FALSE,Peyton Burdick,2,125,12,25,6,0,5,13,2,.200,.368,0,46,0,2023,burdipe01
FALSE,FALSE,Kody Clemens,2,256,28,49,11,0,9,30,1,.191,.340,0,87,0,2023,clemeko01
FALSE,FALSE,Ivan Herrera,2,55,6,13,2,0,0,5,0,.236,.273,0,15,0,2023,herreiv01
FALSE,FALSE,Jose Herrera,2,212,24,42,7,0,0,12,1,.198,.231,0,49,0,2023,herrejo04
FALSE,FALSE,David Hensley,2,113,19,20,3,1,2,8,1,.177,.274,0,31,0,2023,henslda01
FALSE,FALSE,Gunnar Henderson,2,676,112,173,36,10,32,100,11,.256,.481,0,325,2,2023,hendegu01
FALSE,FALSE,Darick Hall,2,190,21,43,9,1,10,19,0,.226,.442,0,84,0,2023,hallda02
FALSE,FALSE,Caleb Hamilton,2,23,5,1,0,0,1,1,0,.043,.174,0,4,0,2023,hamilca01
FALSE,FALSE,Dalton Guthrie,2,45,7,11,1,0,1,5,1,.244,.333,0,15,0,2023,guthrda01
FALSE,FALSE,Michael Harris,2,919,151,271,60,6,37,121,40,.295,.494,0,454,2,2023,harrimi04
FALSE,FALSE,Stone Garrett,2,310,53,84,25,0,13,50,6,.271,.477,0,148,0,2023,garrest01
FALSE,FALSE,Maikel Garcia,2,486,60,133,21,4,4,52,23,.274,.358,0,174,0,2023,garcima01
FALSE,FALSE,Riley Greene,2,754,97,204,37,8,16,79,8,.271,.405,0,305,0,2023,greenri02
FALSE,FALSE,Vaughn Grissom,2,216,29,62,9,1,5,27,5,.287,.407,0,88,0,2023,grissva01
FALSE,FALSE,Oscar Gonzalez,2,535,54,144,34,2,13,55,1,.269,.413,0,221,0,2023,gonzaos01
FALSE,FALSE,Nolan Gorman,2,689,103,160,30,0,41,111,8,.232,.454,0,313,0,2023,gormano01
FALSE,FALSE,Freddy Fermin,2,224,27,61,10,1,9,32,0,.272,.446,0,100,0,2023,fermifr01
FALSE,FALSE,Tyler Freeman,2,230,29,56,10,0,4,21,6,.243,.339,0,78,0,2023,freemty01
FALSE,FALSE,Jeter Downs,2,44,8,8,1,0,1,5,2,.182,.273,0,12,0,2023,downsje01
FALSE,FALSE,Brendan Donovan,2,718,112,203,31,2,16,79,7,.283,.398,0,286,1,2023,donovbr01
FALSE,FALSE,Nate Eaton,2,159,18,32,4,3,1,13,14,.201,.283,0,45,0,2023,eatonna01
FALSE,FALSE,Ezequiel Duran,2,614,80,161,32,3,19,71,12,.262,.417,0,256,0,2023,duranez01
FALSE,FALSE,Jason Delay,2,322,37,75,17,1,2,29,0,.233,.311,0,100,0,2023,delayja01
FALSE,FALSE,Jordan Diaz,2,321,23,73,12,0,10,28,0,.227,.358,0,115,0,2023,diazjo03
FALSE,FALSE,Yainer Diaz,2,363,51,101,23,0,23,61,0,.278,.532,0,193,0,2023,diazya02
FALSE,FALSE,Ronnie Dawson,2,8,2,1,0,0,0,0,0,.125,.125,0,1,0,2022,dawsoro01
FALSE,FALSE,Mario Feliciano,2,4,1,1,0,0,0,0,0,.250,.250,0,1,0,2022,felicma01
FALSE,FALSE,Jose Godoy,2,57,5,7,1,0,0,4,0,.123,.140,0,8,0,2022,godoyjo01
FALSE,FALSE,Jake Hager,2,76,6,15,2,0,0,5,0,.197,.224,0,17,0,2022,hagerja01
FALSE,FALSE,Payton Henry,2,43,2,8,1,0,0,4,0,.186,.209,0,9,0,2022,henrypa01
FALSE,FALSE,P. J. Higgins,2,224,24,47,11,1,6,30,0,.210,.348,0,78,0,2022,higgipj01
FALSE,FALSE,Gilberto Celestino,2,370,37,82,15,1,4,27,4,.222,.300,0,111,0,2022,celesgi01
FALSE,FALSE,Luis Barrera,2,85,4,20,5,0,1,7,3,.235,.329,0,28,0,2022,barrelu01
FALSE,FALSE,Seth Beer,2,120,8,25,4,0,2,12,0,.208,.292,0,35,0,2022,beerse01
FALSE,FALSE,Jose Rojas,2,224,27,42,16,0,6,16,2,.188,.339,0,76,0,2022,rojasjo02
FALSE,FALSE,Sebastian Rivero,2,66,3,11,2,0,0,4,0,.167,.197,0,13,0,2022,riverse01
FALSE,FALSE,Zach Reks,2,44,5,9,1,0,0,3,0,.205,.227,0,10,0,2022,reksza01
FALSE,FALSE,Hoy Park,2,179,23,36,7,2,5,20,2,.201,.346,0,62,0,2022,parkho01
FALSE,FALSE,Patrick Mazeika,2,147,10,28,7,0,2,12,0,.190,.279,0,41,0,2022,mazeipa01
FALSE,FALSE,Otto Lopez,2,10,0,6,0,0,0,3,0,.600,.600,0,6,0,2022,lopezot01
FALSE,FALSE,Drew Jackson,2,6,0,0,0,0,0,0,0,.000,.000,0,0,0,2022,jacksdr01
FALSE,FALSE,Khalil Lee,2,20,3,2,1,0,1,4,0,.100,.300,0,6,0,2022,leekh01
FALSE,FALSE,Dillon Thomas,2,20,3,2,0,0,0,2,0,.100,.100,0,2,0,2022,thomadi01
FALSE,FALSE,Ka'ai Tom,2,109,10,15,2,1,2,12,1,.138,.229,0,25,0,2022,tomka01
FALSE,FALSE,Aaron Whitefield,2,12,1,0,0,0,0,0,0,.000,.000,0,0,0,2022,whiteaa01
FALSE,FALSE,Evan White,2,279,27,46,10,0,10,35,1,.165,.308,0,86,1,2021,whiteev01
FALSE,FALSE,Andrew Young,2,117,16,24,9,0,7,19,0,.205,.462,0,54,0,2021,youngan02
FALSE,FALSE,Kean Wong,2,78,5,13,2,1,0,6,0,.167,.218,0,17,0,2021,wongke01
FALSE,FALSE,Anderson Tejeda,2,91,8,20,4,1,3,8,5,.220,.385,0,35,0,2021,tejedan01
FALSE,FALSE,Sean Kazmar,2,41,2,8,1,0,0,2,0,.195,.220,0,9,0,2021,kazmase01
FALSE,FALSE,Daniel Johnson,2,89,9,18,0,0,4,5,1,.202,.337,0,30,0,2021,johnsda07
FALSE,FALSE,Domingo Leyba,2,112,12,17,3,1,1,9,0,.152,.223,0,25,0,2021,leybado01
FALSE,FALSE,Rafael Marchan,2,60,10,16,1,1,2,7,0,.267,.417,0,25,0,2021,marchra01
FALSE,FALSE,Jose Marmolejos,2,213,23,39,8,0,10,30,0,.183,.362,0,77,0,2021,marmojo01
FALSE,FALSE,Wyatt Mathisen,2,69,8,11,0,0,3,13,0,.159,.290,0,20,0,2021,mathiwy01
FALSE,FALSE,Jared Oliva,2,56,4,10,2,0,0,2,3,.179,.214,0,12,0,2021,olivaja01
FALSE,FALSE,John Nogowski,2,133,14,31,7,0,1,14,0,.233,.308,0,41,0,2021,nogowjo01
FALSE,FALSE,Joseph Odom,2,41,2,5,0,0,0,2,0,.122,.122,0,5,0,2021,odomjo01
FALSE,FALSE,Ali Sanchez,2,13,0,3,2,0,0,0,0,.231,.385,0,5,0,2021,sanchal04
FALSE,FALSE,Humberto Arteaga,2,125,11,24,4,0,0,5,1,.192,.224,0,28,0,2021,arteahu01
FALSE,FALSE,John Andreoli,2,67,6,15,3,0,0,4,2,.224,.269,0,18,0,2021,andrejo03
FALSE,FALSE,Shogo Akiyama,2,317,32,71,14,1,0,21,9,.224,.274,0,87,0,2021,akiyash01
FALSE,FALSE,Andy Burns,2,17,4,3,1,0,0,0,0,.176,.235,0,4,0,2021,burnsan01
FALSE,FALSE,Will Craig,2,64,5,13,2,0,1,3,0,.203,.281,0,18,0,2021,craigwi01
FALSE,FALSE,Nick Heath,2,48,5,7,2,0,0,4,2,.146,.188,0,9,0,2021,heathni01
FALSE,FALSE,Robel Garcia,2,178,16,31,5,2,6,19,0,.174,.326,0,58,0,2021,garciro02
FALSE,FALSE,Deivy Grullon,2,12,0,2,1,0,0,2,0,.167,.250,0,3,0,2020,grullde01
FALSE,FALSE,Kevin Cron,2,88,12,15,4,0,6,16,0,.170,.420,0,37,0,2020,cronke01
FALSE,FALSE,Jose Briceno,2,122,12,29,2,0,5,10,0,.238,.377,0,46,0,2020,bricejo01
FALSE,FALSE,Rangel Ravelo,2,74,9,14,3,0,3,13,0,.189,.351,0,26,0,2020,ravelra01
FALSE,FALSE,Jake Noll,2,29,3,8,2,0,0,2,0,.276,.345,0,10,0,2020,nollja01
FALSE,FALSE,Nate Orf,2,28,5,2,0,0,1,1,1,.071,.179,0,5,0,2020,orfna01
FALSE,FALSE,Ian Miller,2,17,2,3,1,0,0,1,0,.176,.235,0,4,0,2020,milleia01
FALSE,FALSE,Erick Mejia,2,36,4,6,2,0,0,4,1,.167,.222,0,8,0,2020,mejiaer01
FALSE,FALSE,Bubba Starling,2,245,31,50,8,0,5,17,2,.204,.298,0,73,0,2020,starlbu01
FALSE,FALSE,Matt Skole,2,83,9,18,2,0,1,7,0,.217,.277,0,23,0,2019,skolema01
FALSE,FALSE,Mitch Walding,2,19,1,1,0,0,1,2,0,.053,.211,0,4,0,2019,waldimi01
FALSE,FALSE,Kevin Kramer,2,79,10,12,1,0,0,9,0,.152,.165,0,13,0,2019,krameke01
FALSE,FALSE,Daniel Palka,2,501,60,109,15,3,29,71,2,.218,.433,0,217,0,2019,palkada01
FALSE,FALSE,Dustin Peterson,2,46,3,10,4,0,0,6,1,.217,.304,0,14,0,2019,peterdu01
FALSE,FALSE,Raudy Read,2,22,1,4,0,0,0,0,0,.182,.182,0,4,0,2019,readra01
FALSE,FALSE,Ronny Rodriguez,2,467,46,103,19,3,19,63,5,.221,.396,0,185,0,2019,rodriro03
FALSE,FALSE,Chris Shaw,2,72,2,11,2,0,1,7,1,.153,.222,0,16,0,2019,shawch01
FALSE,FALSE,Abiatal Avelino,2,18,1,5,0,0,0,1,0,.278,.278,0,5,0,2019,aveliab01
FALSE,FALSE,Noel Cuevas,2,148,16,34,4,1,2,10,1,.230,.311,0,46,0,2019,cuevano01
FALSE,FALSE,Dylan Cozens,2,39,2,6,2,0,1,2,1,.154,.282,0,11,0,2019,cozendy01
FALSE,FALSE,Mike Gerber,2,66,2,5,2,0,0,2,0,.076,.106,0,7,0,2019,gerbemi01
FALSE,FALSE,Rosell Herrera,2,383,35,86,20,3,3,31,7,.225,.316,0,121,0,2019,herrero02
FALSE,FALSE,Isaac Galloway,2,118,13,22,4,0,3,8,3,.186,.297,0,35,0,2019,gallois01
FALSE,FALSE,Nolan Fontana,2,31,2,2,0,0,2,2,1,.065,.258,0,8,0,2018,fontano01
FALSE,FALSE,Miguel Gomez,2,48,6,12,2,0,0,3,0,.250,.292,0,14,0,2018,gomezmi01
FALSE,FALSE,Dan Butler,2,25,1,5,3,0,0,3,0,.200,.320,0,8,0,2018,butleda01
FALSE,FALSE,Rafael Bautista,2,31,3,4,0,0,0,0,0,.129,.129,0,4,0,2018,bautira01
FALSE,FALSE,Christopher Bostick,2,43,6,11,3,0,0,3,0,.256,.326,0,14,0,2018,bostich01
FALSE,FALSE,Boog Powell,2,141,27,37,6,1,3,12,1,.262,.383,0,54,0,2018,powelbo02
FALSE,FALSE,Jack Reinheimer,2,35,4,5,0,0,0,0,1,.143,.143,0,5,0,2018,reinhja01
FALSE,FALSE,Tony Renda,2,60,5,11,2,0,0,3,0,.183,.217,0,13,0,2018,rendato01
FALSE,FALSE,Gift Ngoepe,2,72,12,13,2,1,0,6,0,.181,.236,0,17,0,2018,ngoepgi01
FALSE,FALSE,Spencer Kieboom,2,125,17,29,5,0,2,13,0,.232,.320,0,40,0,2018,kiebosp01
FALSE,FALSE,Ryder Jones,2,158,14,29,5,2,4,8,1,.184,.316,0,50,0,2018,jonesry01
FALSE,FALSE,Mike Marjama,2,36,2,6,4,0,1,1,0,.167,.361,0,13,0,2018,marjami01
FALSE,FALSE,Christian Villanueva,2,383,47,94,16,0,24,53,3,.245,.475,0,182,0,2018,villach01
FALSE,FALSE,Zach Vincej,2,13,2,3,0,0,0,1,0,.231,.231,0,3,0,2018,vinceza01
FALSE,FALSE,Darnell Sweeney,2,87,9,15,4,1,3,11,0,.172,.345,0,30,0,2018,sweenda02
FALSE,FALSE,Ramon Torres,2,102,13,23,4,0,0,5,1,.225,.265,0,27,0,2018,torrera01
FALSE,FALSE,Rymer Liriano,2,150,17,33,4,0,2,12,5,.220,.287,0,43,0,2017,liriary01
FALSE,FALSE,Tommy Joseph,2,810,98,200,42,1,43,116,2,.247,.460,0,373,0,2017,josepto01
FALSE,FALSE,Chad Huffman,2,32,4,7,0,1,0,2,0,.219,.281,0,9,0,2017,huffmch01
FALSE,FALSE,Hyun Soo Kim,2,517,56,141,24,2,7,36,1,.273,.368,0,190,0,2017,kimhy01
FALSE,FALSE,Brett Nicholas,2,103,12,26,9,0,4,15,0,.252,.456,0,47,0,2017,nichobr01
FALSE,FALSE,T. J. Rivera,2,319,37,97,17,2,8,43,1,.304,.445,0,142,0,2017,rivertj01
FALSE,FALSE,Steve Selsky,2,60,9,17,3,0,2,7,1,.283,.433,0,26,0,2017,selskst01
FALSE,FALSE,Rob Segedin,2,93,12,21,4,1,2,13,0,.226,.355,0,33,0,2017,segedro01
FALSE,FALSE,Alberto Rosario,2,41,3,7,2,0,0,2,0,.171,.220,0,9,0,2017,rosaral01
FALSE,FALSE,Orlando Calixte,2,52,6,7,1,0,0,6,1,.135,.154,0,8,0,2017,calixor01
FALSE,FALSE,Gavin Cecchini,2,83,6,18,4,0,1,9,0,.217,.301,0,25,0,2017,cecchga02
FALSE,FALSE,Stephen Cardullo,2,84,7,16,3,1,2,9,0,.190,.321,0,27,0,2017,cardust01
FALSE,FALSE,Dusty Coleman,2,71,6,15,3,0,4,9,1,.211,.423,0,30,0,2017,colemdu01
FALSE,FALSE,Jeremy Hazelbaker,2,252,45,65,9,5,14,38,6,.258,.500,0,126,0,2017,hazelje01
FALSE,FALSE,Matt Duffy,2,11,0,3,1,0,0,3,0,.273,.364,0,4,0,2016,duffyma02
FALSE,FALSE,Ramon Cabrera,2,201,15,53,11,0,4,26,1,.264,.378,0,76,0,2016,cabrera01
FALSE,FALSE,Nick Buss,2,100,7,18,7,1,1,8,2,.180,.300,0,30,0,2016,bussni01
FALSE,FALSE,Trevor Brown,2,212,18,50,10,0,5,24,1,.236,.354,0,75,0,2016,browntr01
FALSE,FALSE,Bryce Brentz,2,87,13,25,5,0,1,9,0,.287,.379,0,33,0,2016,brentbr01
FALSE,FALSE,Dariel Alvarez,2,32,3,8,2,0,1,1,0,.250,.406,0,13,0,2016,alvarda02
FALSE,FALSE,Richie Shaffer,2,122,16,26,9,0,5,10,0,.213,.410,0,50,0,2016,shaffri01
FALSE,FALSE,Hector Olivera,2,98,6,24,5,1,2,13,0,.245,.378,0,37,0,2016,olivehe01
FALSE,FALSE,Cedric Hunter,2,38,4,4,0,0,1,1,0,.105,.184,0,7,0,2016,huntece01
FALSE,FALSE,Kyle Waldrop,2,23,1,5,1,0,0,1,0,.217,.261,0,6,0,2016,waldrky02
FALSE,FALSE,Andy Wilkins,2,67,5,9,3,0,1,5,1,.134,.224,0,15,0,2016,wilkian01
FALSE,FALSE,Jackson Williams,2,24,2,5,1,0,1,4,1,.208,.375,0,9,0,2015,willija01
FALSE,FALSE,Henry Urrutia,2,92,8,25,1,1,1,8,0,.272,.337,0,31,0,2015,urruthe01
FALSE,FALSE,James Jones,2,341,47,81,10,5,0,9,28,.238,.296,0,101,0,2015,jonesja06
FALSE,FALSE,Kyle Parker,2,132,11,24,4,1,3,12,1,.182,.295,0,39,0,2015,parkeky01
FALSE,FALSE,Johnny Monell,2,56,7,9,2,0,0,5,0,.161,.196,0,11,0,2015,moneljo01
FALSE,FALSE,Jamie Romak,2,36,4,6,3,0,0,4,0,.167,.250,0,9,0,2015,romakja01
FALSE,FALSE,Dean Anna,2,23,3,3,1,0,1,3,0,.130,.304,0,7,0,2015,annade01
FALSE,FALSE,Garin Cecchini,2,35,6,8,3,0,1,4,0,.229,.400,0,14,0,2015,cecchga01
FALSE,FALSE,Chris Dominguez,2,40,3,7,1,1,2,5,0,.175,.400,0,16,0,2015,dominch01
FALSE,FALSE,Alex Guerrero,2,232,25,52,9,1,11,36,1,.224,.414,0,96,0,2015,guerral01
FALSE,FALSE,Caleb Gindl,2,151,17,35,7,2,5,14,2,.232,.404,0,61,0,2014,gindlca01
FALSE,FALSE,Nate Freiman,2,277,22,71,13,1,9,39,0,.256,.408,0,113,0,2014,freimna01
FALSE,FALSE,Zoilo Almonte,2,142,11,30,4,0,2,12,4,.211,.282,0,40,0,2014,almonzo01
FALSE,FALSE,Antoan Richardson,2,20,4,7,0,0,0,1,6,.350,.350,0,7,0,2014,richaan01
FALSE,FALSE,Audry Perez,2,1,0,0,0,0,0,0,0,.000,.000,0,0,0,2014,perezau01
FALSE,FALSE,Brett Jackson,2,124,14,21,6,1,4,9,0,.169,.331,0,41,0,2014,jacksbr01
FALSE,FALSE,Jeff Kobernus,2,36,10,5,0,0,1,1,3,.139,.222,0,8,0,2014,koberje01
FALSE,FALSE,Roger Kieschnick,2,125,8,25,1,1,1,7,0,.200,.248,0,31,0,2014,kiescro01
FALSE,FALSE,Donald Lutz,2,109,7,23,5,0,1,9,2,.211,.284,0,31,0,2014,lutzdo01
FALSE,FALSE,Ed Lucas,2,530,62,135,19,1,5,37,2,.255,.323,0,171,0,2014,lucased01
FALSE,FALSE,Tommy Medica,2,309,40,76,13,2,12,37,6,.246,.417,0,129,0,2014,medicto01
FALSE,FALSE,Neftali Soto,2,42,1,3,1,0,0,1,1,.071,.095,0,4,0,2014,sotone01
FALSE,FALSE,Ali Solis,2,10,0,0,0,0,0,1,0,.000,.000,0,0,0,2014,solisal01
FALSE,FALSE,Logan Watkins,2,103,12,24,4,0,1,6,1,.233,.301,0,31,0,2014,watkilo01
FALSE,FALSE,Melky Mesa,2,15,2,6,2,0,0,2,0,.400,.533,0,8,0,2013,mesame01
FALSE,FALSE,Zach Lutz,2,31,3,7,2,0,0,2,0,.226,.290,0,9,0,2013,lutzza01
FALSE,FALSE,Steven Lerud,2,15,1,2,0,0,0,0,0,.133,.133,0,2,0,2013,lerudst01
FALSE,FALSE,Joe Mahoney,2,33,2,8,1,0,1,4,0,.242,.364,0,12,0,2013,mahonjo01
FALSE,FALSE,Francisco Peguero,2,45,10,9,1,0,1,1,5,.200,.289,0,13,0,2013,peguefr01
FALSE,FALSE,Luke Montz,2,49,4,8,3,0,2,8,0,.163,.347,0,17,0,2013,montzlu01
FALSE,FALSE,Thomas Neal,2,38,3,7,1,0,0,2,0,.184,.211,0,8,0,2013,nealth01
FALSE,FALSE,Henry Rodriguez,2,23,0,4,1,0,0,2,0,.174,.217,0,5,0,2013,rodrihe04
FALSE,FALSE,Alex Castellanos,2,41,5,7,1,1,2,4,0,.171,.390,0,16,0,2013,casteal01
FALSE,FALSE,Jordan Brown,2,102,9,23,8,0,0,7,0,.225,.304,0,31,0,2013,brownjo05
FALSE,FALSE,Russ Canzler,2,96,9,26,3,0,3,12,0,.271,.396,0,38,0,2012,canzlru01
FALSE,FALSE,David Cooper,2,211,25,57,18,0,6,23,0,.270,.441,0,93,0,2012,coopeda01
FALSE,FALSE,Eric Farris,2,9,1,1,0,0,0,0,1,.111,.111,0,1,0,2012,farrier01
FALSE,FALSE,James Darnell,2,62,3,14,3,0,2,8,1,.226,.371,0,23,0,2012,darneja01
FALSE,FALSE,Taylor Green,2,140,10,29,10,0,3,15,0,.207,.343,0,48,0,2012,greenta01
